filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms
normalized_00002.wav,-262.55286,136.82098,-7.2964735,39.13456,11.583755,-1.9658732,-9.381201,14.614886,-4.955146,-15.801055,1.327394,-11.0333805,-4.752487,[0.08839163]
normalized_00003.wav,-317.9847,159.8314,-26.623785,19.215857,21.553862,-6.198369,13.534012,-0.23813632,2.2644796,8.94555,-17.445744,-3.32191,12.964987,[0.08233718]
normalized_00004.wav,-387.2218,135.07002,7.857849,33.19155,20.214378,-1.416453,4.876089,-3.513775,0.9142751,-0.70885783,-5.4293475,-1.6141753,-7.761844,[0.04634129]
normalized_00005.wav,-299.7599,114.861275,20.702188,28.96145,14.180071,12.743476,9.839761,3.6693342,5.8772025,3.7430482,-0.060292736,2.1188252,1.8990211,[0.05934572]
normalized_00006.wav,-314.36926,133.26341,2.4807673,36.376617,13.082589,26.907814,14.908328,-10.872147,1.3363101,1.5836303,-8.438725,-2.2209868,-5.153303,[0.06950139]
normalized_00007.wav,-254.6869,110.45226,32.625603,3.3558424,31.311426,8.572396,3.6937764,2.8909812,-0.1455665,-4.1279554,-0.53920144,2.3422391,2.5103378,[0.07658876]
normalized_00008.wav,-316.55237,137.38287,-27.932215,17.985733,14.687266,-7.1057625,-2.674959,-6.0592995,-4.837605,-2.9596627,4.8366866,3.9720533,-11.93283,[0.06470102]
normalized_00009.wav,-367.72595,74.64132,16.61769,27.581316,18.39379,4.3380055,-0.71050096,-0.7647648,-10.903774,-8.238956,-4.4944234,-11.65719,-11.8229885,[0.0323845]
normalized_00010.wav,-383.70905,90.0689,22.257591,9.820992,5.4230022,-7.2793684,-13.150731,-11.945563,-0.97098255,4.966645,-1.7414979,-7.1310472,-9.93006,[0.09082749]
normalized_00011.wav,-331.5638,126.46421,19.471052,8.226937,14.566188,-19.256832,5.8299217,-19.436403,-11.86431,-11.276166,-5.498813,-10.605293,-2.1126163,[0.09142595]
normalized_00012.wav,-336.27927,104.64994,30.883808,36.316578,11.767051,4.179559,-3.3397262,15.082428,5.465192,-1.5767308,-0.77902406,4.1038647,14.082251,[0.08707108]
normalized_00013.wav,-316.35498,154.8298,-20.891264,16.298918,18.992159,-9.521565,1.119982,-2.2724462,-2.074709,-8.38407,-20.626095,-11.165067,-7.0385246,[0.1114615]
normalized_00014.wav,-439.25583,110.65188,57.119972,24.129025,11.459812,9.830803,-6.246764,3.5734437,-1.9078383,-8.25771,-4.7966633,-4.3094273,3.1472807,[0.0178568]
normalized_00015.wav,-310.61115,147.24815,-28.736439,18.681559,20.499327,-6.293358,5.333091,-4.758619,-3.1264791,-6.5474133,-12.485377,1.8892115,-7.185821,[0.05629768]
normalized_00016.wav,-373.04413,80.769005,-7.0581436,13.393813,11.014334,-1.7856843,2.1564715,-10.973396,-12.213871,-2.14236,-0.44906786,-3.3927693,-11.580341,[0.04024742]
normalized_00017.wav,-336.49026,122.445175,32.8302,42.966652,6.8631616,9.829615,11.400396,-0.7660729,-5.5176287,-5.7444224,-2.261209,3.5793226,-7.691458,[0.05809988]
normalized_00018.wav,-432.15045,105.13912,-6.123229,29.001566,1.9274179,-0.75554186,15.796871,-11.87745,-2.6589825,3.1943555,-7.861432,-1.6873441,-1.4402324,[0.03409673]
normalized_00019.wav,-374.71484,90.90125,20.061796,33.370686,12.526447,20.89199,5.2228866,10.622494,-8.8438,0.0008921546,0.8963408,-3.0168815,-9.442544,[0.05309063]
normalized_00020.wav,-313.11438,109.92598,-4.6934047,11.237589,-2.7770488,16.29516,-16.775185,-3.5049238,-6.0816145,-0.75242937,-7.7708573,-1.0469878,-2.7790706,[0.06189006]
normalized_00021.wav,-300.1793,179.76917,-14.580635,1.0422333,3.8249187,3.245563,12.540287,1.4079028,1.7285086,-18.061409,-15.185909,10.40625,3.5402274,[0.05702105]
normalized_00022.wav,-364.29538,163.21706,14.663014,3.9879558,17.867304,11.891426,6.358854,-3.809188,-8.501155,-1.5817219,0.3002728,-2.683793,-6.7901926,[0.04958044]
normalized_00023.wav,-443.8957,88.69472,13.835453,16.481417,9.646,-6.2651796,-0.7536001,0.09343627,-0.8997357,-1.0966495,-4.6440787,-1.5954473,2.0949318,[0.02697226]
normalized_00024.wav,-267.88983,131.89337,23.831755,8.153021,18.975494,11.889382,-2.3939462,24.431108,-4.5650644,8.214445,1.3793724,6.013131,3.0489962,[0.07192519]
normalized_00025.wav,-361.01065,119.84516,27.556717,21.089241,15.211164,1.6657039,-4.0146656,-2.0987911,-2.3910956,2.8549743,0.38950133,4.2410274,0.39755875,[0.05350722]
normalized_00026.wav,-384.0011,157.47969,13.562761,19.465153,14.838908,-18.550879,-10.560264,-1.362528,-3.614892,-1.4410706,1.3644323,2.6039107,-1.340849,[0.04512805]
normalized_00027.wav,-305.2802,134.728,-25.565962,20.240435,16.585697,-3.1007888,6.754009,-2.8903856,1.240734,-8.220496,-11.217014,2.5950832,-7.480931,[0.12204853]
normalized_00028.wav,-371.60526,115.962845,30.34476,21.867184,11.397853,-1.1939033,-4.6444263,1.2081928,-0.21732827,1.7727776,-2.9944339,3.7953825,2.095654,[0.04856504]
normalized_00029.wav,-326.92267,143.31474,-20.926973,13.498761,13.820741,-7.5613575,3.7522182,-4.824956,-2.862069,-7.585023,-20.409807,-8.619221,-6.1307073,[0.09828148]
normalized_00030.wav,-371.25888,117.97452,0.27622858,26.73984,-3.3910558,20.796413,-5.611397,10.459156,8.241725,-1.4114965,-2.798134,3.134016,-4.502101,[0.02862086]
normalized_00031.wav,-245.92284,100.43479,-6.4967165,-2.284379,14.658099,17.643515,-4.881607,-0.5686553,-2.2174904,-10.567069,-20.159243,4.1532993,-0.7555194,[0.12423506]
normalized_00032.wav,-233.15523,98.48484,31.986767,3.0839784,31.951715,7.247305,4.200733,6.79466,3.3179934,-0.4989062,0.48007274,3.4352865,2.1103187,[0.0846504]
normalized_00033.wav,-408.5964,107.279335,14.751239,30.54422,15.552031,-10.194495,5.182666,4.373993,-8.936567,-11.776801,-7.3815856,-1.9312286,-9.252027,[0.04405327]
normalized_00034.wav,-353.23502,117.33267,21.234173,14.238266,2.7054133,-20.873327,-11.335002,-13.704672,-16.199406,-10.963192,-6.6866536,-10.369603,-7.857294,[0.07820461]
normalized_00035.wav,-340.4975,145.09753,17.559452,18.12086,12.201264,3.6178913,-6.217791,10.372289,-1.2459999,-15.945719,-6.1437845,-3.487481,-3.2905934,[0.08011663]
normalized_00036.wav,-344.87384,115.86229,1.9666659,21.877321,12.230138,6.2971125,1.399604,-22.689182,-20.48752,1.0482113,-2.3020868,-6.7401514,3.7831345,[0.03619948]
normalized_00037.wav,-330.09277,101.87169,36.374584,18.910723,-3.3139498,23.582628,-8.19964,1.7774895,-5.054939,-5.8293414,-6.0552244,-4.257051,-1.7830446,[0.1472659]
normalized_00038.wav,-360.9711,112.51859,-15.387133,3.7833564,-7.8078995,-18.123245,-3.185035,-15.921862,-9.249132,-8.737331,-20.06796,-8.652165,-15.359426,[0.05298414]
normalized_00039.wav,-304.49203,185.92635,33.80105,21.307299,7.8806324,4.246994,-0.61950254,-5.211868,-1.2800891,-4.262777,-4.6062193,-3.4657125,-2.1291952,[0.08070992]
normalized_00040.wav,-433.78824,95.765114,3.9715002,-3.5227704,12.7958145,-1.2673777,-14.019817,-16.276793,-12.930464,-7.3149614,-1.8872043,-5.509477,-5.431678,[0.03041022]
normalized_00041.wav,-327.49527,150.30806,-4.2866673,25.957972,24.303804,0.3124404,11.480877,3.3589149,-4.5895767,-6.3009605,-0.7320975,6.5228353,-4.891612,[0.06748]
normalized_00042.wav,-310.8192,135.60657,9.066005,8.3673115,38.861885,17.937567,-3.065744,7.719131,11.942578,-4.912536,1.8266721,10.797251,-5.5615892,[0.05446937]
normalized_00043.wav,-442.93954,139.14511,-18.725977,11.856558,22.254904,-14.263915,-5.3126817,3.97217,-1.467028,-4.7788286,-3.9235113,4.1142244,-0.33618435,[0.02104426]
normalized_00044.wav,-330.62704,148.34526,-1.858392,11.33665,11.933902,-2.0847876,-10.963124,7.315456,1.0555378,-7.4506717,0.23573463,2.224342,-2.1087363,[0.05771609]
normalized_00045.wav,-280.50247,109.57684,22.640772,24.513681,24.276756,9.826457,3.1439722,-0.24348903,-5.7160826,-2.2803469,-3.306826,5.374706,-5.2327127,[0.07088226]
normalized_00046.wav,-377.52078,86.51937,-8.638122,3.981288,-6.6968594,10.338776,-22.488941,-1.5276859,-15.715429,-10.132403,6.067948,-3.2765908,-17.6659,[0.06914535]
normalized_00047.wav,-351.4811,105.30268,8.465563,12.093694,3.0792675,3.6347039,-10.05373,-0.72612727,-8.016968,-17.604551,-8.603599,-8.084608,-8.687303,[0.07780959]
normalized_00048.wav,-366.76636,98.98245,-6.2233167,-6.07374,4.767333,-14.116906,-22.3267,-17.22754,-13.697555,-10.554421,-8.77057,-9.423653,-4.944886,[0.10008673]
normalized_00049.wav,-363.0617,81.29895,7.2315707,10.063509,9.664203,2.99096,2.1806815,10.466256,-2.9589143,-16.468693,-6.33807,3.2213366,5.452923,[0.03591201]
normalized_00050.wav,-334.65387,164.4324,43.52307,18.298775,26.478447,12.262381,2.281789,5.2123914,6.476579,3.6267114,4.6584554,5.7554803,-1.5760719,[0.11639827]
normalized_00051.wav,-279.9536,95.652626,27.082443,15.804147,15.132985,6.186667,-1.6210288,11.609855,9.838357,11.005918,-5.928704,6.31397,-2.65305,[0.08911718]
normalized_00052.wav,-362.54666,107.41112,-7.765983,4.966329,11.513367,-5.957571,-3.2392278,-11.382876,-18.075386,-13.952236,-11.13964,-3.4861054,-6.50032,[0.08145761]
normalized_00053.wav,-376.95447,88.514175,-25.953024,23.198904,3.8677971,-5.9125795,-1.6383226,-18.442862,-0.37673432,-8.736018,-14.28837,-2.147061,-12.964861,[0.06733101]
normalized_00054.wav,-343.44412,122.26333,-0.6900068,11.962606,9.765221,7.828478,-13.57363,-3.7749753,-11.253031,-9.982199,-1.6584257,-4.092226,-7.121799,[0.06250621]
normalized_00055.wav,-329.5476,112.384315,8.950502,12.254558,-4.803393,-3.8543699,-2.593864,11.806292,-0.66468734,-10.42316,-12.675457,-17.979376,-4.4853797,[0.08728835]
normalized_00056.wav,-372.08612,102.18334,1.9444747,1.7722096,8.766127,1.2563652,-4.5332665,-12.7604,-7.770151,-4.8638554,-8.927118,-6.0817976,-5.0593567,[0.06476369]
normalized_00057.wav,-420.06393,96.271065,-8.672533,-6.112664,11.480597,-6.2325387,-10.28358,-6.5868096,-12.755116,-9.841411,-2.9744241,-7.902031,-12.258242,[0.04583421]
normalized_00058.wav,-309.36584,156.79233,10.919176,15.115346,12.797861,8.699741,-5.3447385,-8.020967,-9.671945,-6.2730227,-5.339904,-6.1601686,-7.112469,[0.10183468]
normalized_00059.wav,-364.47385,128.76178,-24.168692,34.823235,22.100935,3.771855,8.474145,-10.324434,3.096797,-4.1032205,-5.8963733,8.946104,-10.854323,[0.0512242]
normalized_00060.wav,-352.22455,143.47281,-9.661891,16.242008,24.471575,0.425372,0.32274202,-7.265142,-1.5352101,-5.0367923,-14.7802725,5.251537,2.1589744,[0.07119027]
normalized_00061.wav,-366.46637,98.33158,21.251545,4.3218637,12.054191,10.231171,-1.101978,0.18599567,3.8945935,2.703877,-1.4247873,1.3595217,2.5793886,[0.02723481]
normalized_00062.wav,-414.17886,110.49409,15.561801,13.319841,7.1712875,-1.5733411,3.8274112,-2.1107392,-2.5685327,-1.687459,-5.6151075,-6.5767803,-7.932742,[0.06093476]
normalized_00063.wav,-306.35654,148.0882,2.365117,32.57266,4.8470507,5.596835,-5.4431467,11.613839,2.9231548,-12.580219,7.244952,2.6002614,0.92922866,[0.04704094]
normalized_00064.wav,-333.10022,138.4232,29.93939,30.554337,23.80621,0.4124644,-11.869349,-16.18459,-2.0029101,0.4115398,-8.853765,-4.8252597,0.19142489,[0.08396682]
normalized_00065.wav,-452.7083,79.689384,9.630377,10.975543,3.0481052,4.066527,-10.7392025,-2.9310627,-10.386986,-5.9489894,-5.207352,-8.55007,-7.2717843,[0.01150385]
normalized_00066.wav,-403.78812,113.446045,-29.406027,18.924639,16.349901,-11.754683,1.3937856,-8.806081,-3.0640795,-1.9694446,-19.948408,0.6582702,6.5485272,[0.0265151]
normalized_00067.wav,-326.40793,164.42561,19.829449,29.67398,27.490126,6.02053,0.8192338,7.942297,-0.6134512,-5.6115108,-0.7941383,4.930383,1.2307352,[0.08908199]
normalized_00068.wav,-285.81714,150.92154,6.8899226,28.21628,27.306265,-4.786639,-5.484018,-7.851073,-2.8480566,-1.4470989,-3.9778664,0.32729033,-12.089725,[0.14254625]
normalized_00069.wav,-378.5149,110.955605,-0.5783321,31.351767,13.210765,9.2297735,6.0432105,3.644445,8.386048,2.913309,4.1918316,5.0978703,2.7019768,[0.02044899]
normalized_00070.wav,-357.9456,142.69115,58.023323,28.188026,14.445755,16.377686,-3.1589632,6.9448776,-0.74678713,-0.82796925,-1.2651386,-0.4134457,8.589829,[0.05111478]
normalized_00071.wav,-230.95229,101.54929,-1.8137742,20.944996,14.850553,13.870873,-1.0768769,9.548568,2.777623,-0.26277798,-5.280926,11.296748,-1.9251157,[0.06982429]
normalized_00072.wav,-426.1608,112.31027,-0.11086603,32.441666,13.318495,8.93487,6.07939,3.0856085,8.546275,3.2430255,4.4135113,5.37189,1.7066329,[0.0137716]
normalized_00073.wav,-363.7223,80.02409,8.748638,5.5634394,-3.6098344,8.863497,-4.475277,10.547729,-1.9712493,5.3385243,-3.7349255,-4.68628,1.5670313,[0.04274445]
normalized_00074.wav,-349.6183,117.58591,16.898512,6.092689,23.980307,12.399829,-3.2995903,12.415438,-3.3297029,0.020221155,-5.8227863,7.850148,0.21108909,[0.02933273]
normalized_00075.wav,-437.287,122.06163,47.9342,31.143745,5.9211106,14.252159,-10.025813,6.7762628,-4.7985106,-5.64098,-7.3342237,-2.0630794,1.0899253,[0.01997536]
normalized_00076.wav,-244.88329,113.89164,20.938583,11.201263,24.388184,13.4934225,-1.8885901,12.261423,-2.6981432,3.9986005,-4.984826,9.215957,0.02101262,[0.07660472]
normalized_00077.wav,-363.88306,80.44965,8.384556,21.233585,-5.814274,8.668556,6.245217,7.1696773,-9.269494,-4.231551,5.626997,2.0267017,-10.174285,[0.03697475]
normalized_00078.wav,-265.57315,122.12658,22.155886,11.593178,24.020933,14.698096,-2.0361807,8.079698,-4.875428,0.513563,-4.4753113,6.031541,-0.7333837,[0.07479904]
normalized_00079.wav,-321.41522,104.70195,2.1224692,24.442553,8.296052,9.824756,-5.3904586,3.4428687,-5.9992313,-9.475261,-4.0977516,2.8402803,-7.0643296,[0.06217121]
normalized_00080.wav,-322.65802,140.9008,11.447625,50.269672,8.034465,14.748691,1.3866465,0.19244356,1.3717841,0.7948744,12.303921,-6.172515,4.5865264,[0.06273773]
normalized_00081.wav,-346.75192,154.47011,5.2492547,5.0746913,9.173621,-9.62982,0.9079977,-0.14373219,-13.546968,-11.501145,-1.2988516,-0.03455515,-6.634648,[0.07487153]
normalized_00082.wav,-315.3362,138.76495,-0.05317808,23.889488,22.252525,2.504001,-9.8515625,-2.9091675,-5.8899684,-18.512028,-10.305974,1.6695154,-6.5882125,[0.08067092]
normalized_00083.wav,-308.8868,107.21785,-28.885946,13.746505,12.335277,-16.767258,-5.1071935,-11.359476,-15.696034,-7.6216593,-4.3112845,-1.4751129,-2.3023827,[0.0676019]
normalized_00084.wav,-370.65155,146.66945,5.771195,6.2283406,5.9251223,-12.224828,1.7025632,0.64100635,-13.139483,-10.42271,-1.260953,-0.03334374,-4.5155697,[0.05753862]
normalized_00085.wav,-296.50598,116.4972,7.8855076,20.492239,24.726606,6.3727264,-12.855516,-6.6042457,-2.0218482,-14.908387,-13.365149,-1.3056718,-4.8755836,[0.07899171]
normalized_00086.wav,-313.3833,133.60475,14.584509,3.508668,14.155212,-6.1971292,-12.271275,3.1497252,-7.3960667,-16.290049,-13.164567,-4.589616,-9.354276,[0.07691873]
normalized_00087.wav,-367.04428,138.30318,18.684122,17.41826,0.18389283,-13.90617,4.367298,-3.4322836,-11.505073,-9.426375,-7.74375,2.112902,-3.3920531,[0.06296083]
normalized_00088.wav,-287.06418,115.2989,-33.57996,12.56821,10.085196,-16.901133,-5.617309,-13.687836,-15.424812,-8.746407,-3.9913893,0.060724042,-4.336906,[0.0951466]
normalized_00089.wav,-297.2242,145.44284,16.658396,9.877533,11.764751,-8.074683,-10.273342,9.543525,-2.6458466,-15.700328,-13.547993,-1.9214656,-8.581274,[0.08657598]
normalized_00090.wav,-261.0355,113.55166,-41.353954,10.618798,5.037766,-12.986247,-2.3429234,-19.25522,-14.727983,-5.9394803,-8.712158,2.2507913,0.85807073,[0.12866564]
normalized_00091.wav,-319.54758,123.23548,19.039602,27.017233,12.116709,23.696657,-2.1304016,16.517046,2.559316,7.057301,2.0879745,6.8632984,0.5865278,[0.04246627]
normalized_00092.wav,-314.44815,119.74521,20.077848,13.234267,14.770786,-12.685692,-14.328404,11.773249,-0.655139,-17.806026,-16.439955,-5.242083,-10.20472,[0.06089841]
normalized_00093.wav,-174.85596,125.07401,9.371103,30.644457,13.774496,28.345798,4.509048,11.244605,5.9760613,13.659904,6.875967,4.156786,-3.1111784,[0.28451103]
normalized_00094.wav,-278.01367,128.82103,0.8739451,17.208284,15.677558,14.534123,-5.2789445,9.756804,1.4624197,-9.616684,-0.4781143,5.4396877,-0.6289112,[0.09275836]
normalized_00095.wav,-395.48032,83.78141,14.447762,14.645361,11.572852,-0.21900885,0.18970814,-4.963918,-7.671377,-5.1483507,-4.30366,-3.035647,-4.454405,[0.04087083]
normalized_00096.wav,-396.19592,133.26695,34.384716,18.091688,14.863184,-2.335934,-3.259805,1.1757941,-2.0834236,-5.3670907,0.3072498,5.2492037,0.46691942,[0.0562445]
normalized_00097.wav,-388.68314,80.21468,12.132345,8.521802,8.687477,-1.9441158,-1.7030568,-2.591734,-4.9647303,-4.6953793,-3.8832119,-2.4738667,-3.6841118,[0.0484588]
normalized_00098.wav,-381.77203,142.96904,36.66439,18.257223,17.00824,-0.17126474,-3.9298322,-0.01251648,-1.004714,-4.450237,0.37931493,6.9887333,1.3732115,[0.05917329]
normalized_00099.wav,-373.75076,144.15143,39.70861,20.190758,19.44986,4.0620637,0.13911913,1.9849241,-0.67446166,-5.21798,-3.6226125,1.1221138,-0.25196752,[0.06261819]
normalized_00100.wav,-323.50256,142.48946,21.291214,16.320412,21.000336,-6.6607075,-12.769816,-7.2273803,-7.5876164,-5.6502004,-6.0173626,-12.476273,-12.3050785,[0.1048585]
